t,portfolio_return,ewma_sigma,ewma_var_thr_95,ewma_var_thr_99
342,0.004499131843265,0.00628006560542993,-0.00952800557341691,-0.013807834154861216
343,0.0031941957474876,0.006187681456618352,-0.009376047171171362,-0.01359291648667833
344,-0.0050557640013138,0.006049986023823523,-0.009149558339124135,-0.013272589009330945
345,0.000808824526216,0.005994984237958528,-0.009059088452155289,-0.013144635721715463
346,0.0030741048661449,0.005815728473667029,-0.00876423895810846,-0.01272762445554637
347,0.005165684356043,0.0056886152148250884,-0.008555156253268671,-0.012431914796077017
348,-0.0051232238756783,0.005658602315994221,-0.008505789427771391,-0.012362094352688025
349,-0.001311362402143,0.005627916020443079,-0.00845531496323639,-0.012290707354270437
350,-0.0001007666004426,0.005465913710456425,-0.008188844876080325,-0.01191383362484328
351,0.0056424776034283,0.0052994574404567184,-0.007915048676642495,-0.011526598435008695
352,0.0043077186163221,0.005320662310627386,-0.007949927584251754,-0.01157592833964954
353,-0.0039059536901911,0.00526538383776068,-0.007859002587664612,-0.011447331381815853
354,0.0018599304136927,0.005193861703512075,-0.007741359145738485,-0.011280946016859748
355,-0.0037105260028563,0.0050562029132663906,-0.007514930585321119,-0.010960703782828665
356,-0.0026707806414382,0.00498571527658655,-0.007398988740473044,-0.010796725019092355
357,0.0056137408785452,0.00487789909326936,-0.007221646900299699,-0.010545907070245213
358,0.0055714977099069,0.004925150839249284,-0.007299369106054568,-0.010655831069050327
359,0.0049473939375858,0.004966304395210419,-0.007367060681839191,-0.010751568556469733
360,0.0034519675166602,0.004965171798795363,-0.0073651977265180146,-0.010748933743207423
361,0.0004534170469962,0.004887608813747705,-0.007237617969245191,-0.010568495257837542
362,-0.0037147831806849,0.004740013917950157,-0.006994845969573071,-0.010225138185779636
363,-0.0030099991314073,0.00468483135988794,-0.006904078738799972,-0.010096764359147463
364,-0.0039593418058473,0.004601564067207853,-0.0067671162304287005,-0.009903055669844006
365,0.0028728920705506,0.004565578999959718,-0.006707926062049514,-0.009819341885154091
366,0.0113952103013472,0.004482081150483862,-0.006570584321496504,-0.00962509684053895
367,0.0033124559395243,0.00516476111953565,-0.007693492944638456,-0.011213247935192844
368,-0.0032797819174364,0.005072732383797957,-0.007542119144876553,-0.010999157081458795
369,0.0031286486501079,0.004983379894502437,-0.007395147378781674,-0.010791292107945907
370,0.0063340861718974,0.00489196659893591,-0.007244785888017484,-0.010578632982145649
371,0.0037601151914215,0.004990260096505953,-0.007406464304001317,-0.010807297851249759
372,-0.0021527058296727,0.004925123557444865,-0.00729932423147962,-0.010655767602082616
373,0.0012449633345804,0.004804110747690863,-0.00710027587244816,-0.010374249709379686
374,0.0019215282494895,0.004667730422141054,-0.006875950199322736,-0.01005698162897589
375,-0.0001028945890462,0.00454994297821076,-0.006682207094964648,-0.009782967059199945
376,-0.0100039291583307,0.0044114053856405605,-0.00645433303335643,-0.009460680425249526
377,0.0069160531562413,0.004929257910087986,-0.007306124636419754,-0.010665385544564476
378,0.0037232342128799,0.005070467040333898,-0.007538392986463405,-0.010993887104507211
379,0.0012924710045015,0.004999880621267193,-0.007422288659048018,-0.010829678538575225
380,0.002881057783282,0.0048578911814856915,-0.007188736814034608,-0.010499361707203279
381,0.0020550644684264,0.004762477292788244,-0.007031794933149068,-0.010277395810078003
382,0.0008390453112332,0.004644751442717635,-0.006838153141674481,-0.010003524529046591
383,-0.0004317612982266,0.004507941085330203,-0.006613120129121236,-0.00968525604499157
384,-0.0176970844643057,0.004371890429573726,-0.00638933671455107,-0.00936875489121063
385,0.0029549021772463,0.0060628234581515455,-0.009170674039539334,-0.013302453347388079
386,0.005470261988835,0.005922520189940731,-0.008939895699949631,-0.012976059137664869
387,0.0011172571167336,0.005896363001870716,-0.008896870954281814,-0.012915208418807304
388,-0.0101008625130716,0.005723282856781899,-0.008612179449879185,-0.012512563791241252
389,0.0137242751829698,0.006075545577945084,-0.009191600064424247,-0.01333204942372307
